1,3.0003000300032206e-09
1,9.000900090009662e-09
1,5.000500050005932e-09
1,7.00070007000695e-09
1,1.3001300130013391e-08
1,7.00070007000695e-09
1,1.500150015001441e-08
1,5.000500050005932e-09

1,5.000500050005932e-09

1,1.3001300130013391e-08
1,5.000500050005932e-09
1,5.000500050005932e-09
1,3.0003000300032206e-09
1,7.00070007000695e-09
1,3.0003000300032206e-09
1,1.100110011001068e-08

1,9.000900090009662e-09
1,1.3001300130013391e-08
1,7.00070007000695e-09
1,1.100110011001068e-08
1,2.3002300230023562e-08
1,7.00070007000695e-09
1,3.0003000300032206e-09
1,1.9001900190019833e-08
1,2.100210021002085e-08
1,3.0003000300032206e-09
1,1.9001900190019833e-08
1,1.3001300130013391e-08
1,5.000500050005932e-09
1,1.3001300130013391e-08
1,5.000500050005932e-09
1,7.00070007000695e-09
1,3.0003000300032206e-09

1,3.0003000300032206e-09
1,7.00070007000695e-09

1,1.3001300130013391e-08
1,5.000500050005932e-09
1,7.00070007000695e-09
1,1.100110011001068e-08
1,5.000500050005932e-09
1,5.000500050005932e-09
1,1.700170017001712e-08
1,7.00070007000695e-09
1,7.00070007000695e-09
1,5.000500050005932e-09
1,5.000500050005932e-09
1,7.00070007000695e-09
1,1.3001300130013391e-08
1,7.00070007000695e-09
1,5.000500050005932e-09
1,5.000500050005932e-09

1,3.0003000300032206e-09
1,5.000500050005932e-09
1,7.00070007000695e-09
1,1.700170017001712e-08
1,1.500150015001441e-08
1,1.9001900190019833e-08
1,7.00070007000695e-09
1,3.0003000300032206e-09
1,7.00070007000695e-09

1,7.00070007000695e-09
1,9.000900090009662e-09
1,7.00070007000695e-09
1,1.3001300130013391e-08
1,1.700170017001712e-08

1,9.000900090009662e-09
1,1.500150015001441e-08
1,1.3001300130013391e-08
1,7.00070007000695e-09
1,5.000500050005932e-09
1,1.3001300130013391e-08
1,7.00070007000695e-09,2,1.410141014101412e-07
1,1.3001300130013391e-08
1,3.300330033003373e-08
1,5.000500050005932e-09
1,7.00070007000695e-09
1,3.0003000300032206e-09
1,1.9001900190019833e-08
1,7.00070007000695e-09
1,9.000900090009662e-09
1,5.000500050005932e-09
1,1.3001300130013391e-08
1,7.00070007000695e-09
1,3.300330033003373e-08

1,3.0003000300032206e-09
1,5.000500050005932e-09
1,7.00070007000695e-09
1,7.00070007000695e-09
1,7.00070007000695e-09
1,1.9001900190019833e-08
1,3.0003000300032206e-09
1,1.500150015001441e-08
1,5.000500050005932e-09
1,5.000500050005932e-09
1,7.00070007000695e-09
1,1.500150015001441e-08
1,5.000500050005932e-09
1,5.000500050005932e-09
1,1.9001900190019833e-08
1,1.3001300130013391e-08
1,7.00070007000695e-09
1,9.000900090009662e-09
1,1.9001900190019833e-08
1,1.3001300130013391e-08
1,1.100110011001068e-08
1,1.700170017001712e-08
1,9.000900090009662e-09
1,1.9001900190019833e-08

1,9.000900090009662e-09
1,1.700170017001712e-08
1,7.00070007000695e-09

1,1.700170017001712e-08
1,7.00070007000695e-09
1,5.000500050005932e-09
1,9.000900090009662e-09
1,5.000500050005932e-09
1,5.000500050005932e-09
1,1.500150015001441e-08
1,1.9001900190019833e-08
1,3.0003000300032206e-09
1,7.00070007000695e-09
1,5.000500050005932e-09
1,5.000500050005932e-09
1,9.000900090009662e-09
1,3.0003000300032206e-09
1,1.3001300130013391e-08

1,5.000500050005932e-09
1,7.00070007000695e-09

1,1.9001900190019833e-08
1,9.000900090009662e-09
1,5.000500050005932e-09
1,7.00070007000695e-09
1,3.0003000300032206e-09
1,1.500150015001441e-08
1,1.9001900190019833e-08
1,7.00070007000695e-09

1,1.500150015001441e-08

1,9.000900090009662e-09

1,1.700170017001712e-08
1,7.00070007000695e-09
1,1.3001300130013391e-08

1,7.00070007000695e-09

1,5.000500050005932e-09
1,1.3001300130013391e-08
1,3.0003000300032206e-09
1,9.000900090009662e-09
1,1.3001300130013391e-08
1,1.9001900190019833e-08


1,1.3001300130013391e-08
1,1.9001900190019833e-08

1,1.9001900190019833e-08
1,7.00070007000695e-09
1,1.3001300130013391e-08
1,1.9001900190019833e-08
1,1.9001900190019833e-08
1,5.000500050005932e-09

1,1.500150015001441e-08
1,7.00070007000695e-09
1,7.00070007000695e-09
1,5.000500050005932e-09
1,1.3001300130013391e-08
1,1.500150015001441e-08
1,5.000500050005932e-09
1,1.3001300130013391e-08

1,7.00070007000695e-09
1,9.000900090009662e-09

1,2.500250025002458e-08
1,5.000500050005932e-09
1,7.00070007000695e-09
1,1.700170017001712e-08
1,7.00070007000695e-09

1,5.000500050005932e-09
1,5.000500050005932e-09
1,1.500150015001441e-08
1,1.3001300130013391e-08
