-1e-05,-0.012,0.0,0.0,0.0
-9.997999799979998e-06,-0.004,0.004,0.004,0.0
-9.995999599959997e-06,-0.008,0.0,0.0,0.0
-9.993999399939994e-06,0.008,0.004,0.004,0.004
-9.991999199919993e-06,-0.004,0.0,0.0,-0.004
-9.98999899989999e-06,0.008,0.0,0.004,0.004
-9.98799879987999e-06,-0.008,0.0,0.0,0.0
-9.985998599859987e-06,0.0,0.0,0.004,0.0
-9.983998399839984e-06,0.0,0.0,0.0,0.0
-9.981998199819983e-06,0.008,0.004,0.0,0.0
-9.97999799979998e-06,-0.008,0.0,0.0,0.0
-9.97799779977998e-06,0.004,0.004,0.004,0.0
-9.975997599759977e-06,-0.004,0.0,0.0,0.0
-9.973997399739974e-06,0.004,0.0,0.004,0.004
-9.971997199719973e-06,0.0,0.0,0.0,0.0
-9.96999699969997e-06,0.004,0.004,0.004,0.0
-9.96799679967997e-06,-0.004,0.0,0.0,0.0
-9.965996599659967e-06,0.0,0.004,0.004,0.0
-9.963996399639966e-06,0.0,0.0,0.0,0.0
-9.961996199619963e-06,0.004,0.004,0.004,0.004
-9.95999599959996e-06,-0.004,0.0,0.0,0.0
-9.957995799579959e-06,0.0,0.004,0.004,0.004
-9.955995599559956e-06,0.0,0.0,0.0,0.0
-9.953995399539955e-06,0.004,0.004,0.004,0.004
-9.951995199519953e-06,-0.004,0.0,0.0,0.0
-9.94999499949995e-06,0.0,0.004,0.004,0.0
-9.947994799479949e-06,-0.004,0.0,0.0,0.0
-9.945994599459946e-06,0.004,0.004,0.004,0.0
-9.943994399439945e-06,-0.004,0.0,0.0,0.0
-9.941994199419943e-06,0.008,0.004,0.0,0.004
-9.939993999399941e-06,-0.004,0.0,0.0,0.0
-9.937993799379939e-06,-0.004,0.004,0.004,0.004
-9.935993599359936e-06,0.0,0.0,0.0,0.0
-9.933993399339935e-06,0.008,0.004,0.004,0.0
-9.931993199319932e-06,-0.008,0.0,0.0,0.0
-9.929992999299931e-06,0.008,0.0,0.004,0.004
-9.927992799279929e-06,-0.008,0.0,0.0,0.0
-9.925992599259928e-06,0.004,0.004,0.004,0.0
-9.923992399239925e-06,0.004,0.0,0.0,0.0
-9.921992199219922e-06,0.012,0.0,0.004,0.004
-9.919991999199921e-06,-0.012,0.0,0.0,0.0
-9.917991799179918e-06,0.0,0.0,0.004,0.004
-9.915991599159917e-06,-0.008,0.0,0.0,0.0
-9.913991399139915e-06,0.012,0.0,0.004,0.004
-9.911991199119912e-06,-0.004,-0.004,0.0,0.0
-9.909990999099911e-06,0.012,0.0,0.004,0.004
-9.907990799079908e-06,-0.012,0.0,0.0,0.0
-9.905990599059907e-06,0.0,0.004,0.004,0.004
-9.903990399039905e-06,0.0,0.0,0.0,0.0
-9.901990199019904e-06,0.016,0.004,0.0,0.0
-9.8999899989999e-06,-0.008,0.0,0.0,0.0
-9.897989798979898e-06,0.012,0.0,0.004,0.004
-9.895989598959897e-06,-0.012,0.0,0.0,0.0
-9.893989398939894e-06,0.008,0.0,0.004,0.0
-9.891989198919893e-06,0.0,0.0,0.0,0.0
-9.88998899889989e-06,0.016,0.004,0.0,0.004
-9.88798879887989e-06,-0.012,0.0,0.0,0.0
-9.885988598859887e-06,0.0,0.004,0.004,0.0
-9.883988398839884e-06,-0.008,0.0,0.0,0.0
-9.881988198819883e-06,0.012,0.004,0.0,0.0
-9.87998799879988e-06,-0.008,0.0,0.0,0.0
-9.87798779877988e-06,0.012,0.004,0.004,0.004
-9.875987598759877e-06,-0.012,0.0,0.0,0.0
-9.873987398739874e-06,-0.004,0.004,0.004,0.0
-9.871987198719873e-06,0.0,0.0,0.0,-0.004
-9.86998699869987e-06,0.016,0.0,0.004,0.004
-9.86798679867987e-06,-0.012,0.0,0.0,0.0
-9.865986598659867e-06,0.008,0.0,0.004,0.0
-9.863986398639866e-06,-0.008,0.0,0.0,0.0
-9.861986198619863e-06,0.004,0.004,0.0,0.0
-9.85998599859986e-06,0.0,0.0,0.0,0.0
-9.857985798579859e-06,0.012,0.004,0.004,0.0
-9.855985598559856e-06,-0.008,0.0,0.0,0.0
-9.853985398539855e-06,0.0,0.004,0.004,0.004
-9.851985198519853e-06,-0.004,0.0,0.0,0.0
-9.849984998499852e-06,0.008,0.004,0.0,0.004
-9.847984798479849e-06,-0.004,0.0,0.0,0.0
-9.845984598459846e-06,0.004,0.004,0.0,0.004
-9.843984398439845e-06,-0.004,0.0,0.0,0.0
-9.841984198419842e-06,0.004,0.0,0.004,0.0
-9.839983998399841e-06,-0.004,0.0,0.0,-0.004
-9.837983798379839e-06,0.0,0.004,0.0,0.0
-9.835983598359836e-06,-0.004,0.0,0.0,0.0
-9.833983398339835e-06,0.004,0.0,0.004,0.0
-9.831983198319832e-06,-0.004,0.0,0.0,0.0
-9.829982998299831e-06,0.008,0.004,0.0,0.004
-9.827982798279829e-06,-0.004,0.0,0.0,0.0
-9.825982598259828e-06,0.0,0.004,0.004,0.004
-9.823982398239825e-06,0.0,0.0,0.0,0.0
-9.821982198219822e-06,0.012,0.004,0.004,0.004
-9.819981998199821e-06,-0.012,0.0,0.0,0.0
-9.817981798179818e-06,0.004,0.0,0.004,0.004
-9.815981598159817e-06,-0.008,0.0,0.0,0.0
-9.813981398139815e-06,0.008,0.004,0.004,0.004
-9.811981198119812e-06,-0.004,0.0,0.0,-0.004
-9.809980998099811e-06,0.008,0.004,0.004,0.004
-9.807980798079808e-06,-0.012,0.0,0.0,0.0
-9.805980598059807e-06,0.0,0.004,0.004,0.0
-9.803980398039805e-06,0.0,0.0,0.0,0.0
-9.801980198019804e-06,0.012,0.004,0.004,0.004
-9.7999799979998e-06,-0.012,0.0,0.0,0.0
-9.797979797979798e-06,0.008,0.0,0.004,0.004
-9.795979597959797e-06,-0.012,0.0,0.0,0.0
-9.793979397939794e-06,0.004,0.0,0.004,0.004
-9.791979197919793e-06,0.0,0.0,0.0,0.0
-9.78997899789979e-06,0.008,0.0,0.004,0.004
-9.78797879787979e-06,-0.008,0.0,0.0,0.0
-9.785978597859787e-06,0.0,0.0,0.004,0.004
-9.783978397839784e-06,-0.004,0.0,0.0,0.0
-9.781978197819783e-06,0.008,0.004,0.0,0.004
-9.77997799779978e-06,-0.004,0.0,0.0,0.0
-9.77797779777978e-06,0.008,0.004,0.004,0.004
-9.775977597759777e-06,-0.004,0.0,0.0,0.0
-9.773977397739774e-06,-0.004,0.004,0.0,0.0
-9.771977197719773e-06,0.0,0.0,0.0,-0.004
-9.76997699769977e-06,0.008,0.004,0.004,0.004
-9.76797679767977e-06,-0.004,0.0,0.0,0.0
-9.765976597659767e-06,0.004,0.0,0.004,0.004
-9.763976397639766e-06,-0.004,0.0,0.0,0.0
-9.761976197619763e-06,0.0,0.004,0.004,0.0
-9.75997599759976e-06,0.0,0.0,0.0,0.0
-9.757975797579759e-06,0.004,0.004,0.004,0.004
-9.755975597559756e-06,-0.004,0.0,0.0,-0.004
-9.753975397539755e-06,0.004,0.004,0.004,0.0
-9.751975197519753e-06,-0.004,0.0,0.0,0.0
-9.74997499749975e-06,0.004,0.004,0.004,0.004
-9.747974797479749e-06,0.0,0.0,0.0,0.0
-9.745974597459746e-06,0.004,0.0,0.004,0.004
-9.743974397439745e-06,-0.004,-0.004,0.0,0.0
-9.741974197419742e-06,0.004,0.004,0.004,0.004
-9.739973997399741e-06,-0.004,0.0,0.0,-0.004
-9.737973797379739e-06,0.004,0.0,0.004,0.0
-9.735973597359736e-06,0.0,0.0,0.0,0.0
-9.733973397339735e-06,0.004,0.004,0.004,0.004
-9.731973197319732e-06,-0.004,0.0,0.0,-0.004
-9.729972997299731e-06,0.0,0.004,0.004,0.0
-9.727972797279729e-06,-0.004,0.0,0.0,0.0
-9.725972597259728e-06,0.0,0.004,0.004,0.0
-9.723972397239725e-06,0.0,0.0,0.0,0.0
-9.721972197219722e-06,0.004,0.004,0.004,0.004
-9.719971997199721e-06,-0.004,0.0,0.0,0.0
-9.717971797179718e-06,0.004,0.004,0.0,0.004
-9.715971597159717e-06,-0.004,0.0,0.0,0.0
-9.713971397139715e-06,0.004,0.004,0.004,0.0
-9.711971197119712e-06,0.0,0.0,0.0,0.0
-9.709970997099711e-06,0.008,0.004,0.004,0.0
-9.707970797079708e-06,-0.008,0.0,0.0,0.0
-9.705970597059707e-06,0.0,0.004,0.004,0.004
-9.703970397039705e-06,-0.004,0.0,0.0,0.0
-9.701970197019703e-06,0.008,0.004,0.004,0.004
-9.6999699969997e-06,-0.004,0.0,0.0,0.0
-9.697969796979698e-06,0.012,0.0,0.004,0.0
-9.695969596959697e-06,-0.012,0.0,0.0,-0.004
-9.693969396939694e-06,0.0,0.004,0.004,0.004
-9.691969196919693e-06,0.0,0.0,0.0,0.0
-9.68996899689969e-06,0.016,0.004,0.0,0.0
-9.687968796879688e-06,-0.012,0.0,0.0,0.0
-9.685968596859687e-06,0.004,0.004,0.0,0.0
-9.683968396839684e-06,-0.012,0.0,0.0,0.0
-9.681968196819683e-06,0.008,0.0,0.0,0.0
-9.67996799679968e-06,-0.004,0.0,0.0,0.0
-9.67796779677968e-06,0.012,0.004,0.004,0.004
-9.675967596759677e-06,-0.012,0.0,0.0,0.0
-9.673967396739674e-06,-0.004,0.004,0.004,0.0
-9.671967196719673e-06,0.0,0.0,0.0,0.0
-9.66996699669967e-06,0.012,0.0,0.004,0.004
